,name,rate,rolled_rate,term
396,eur 18Y10Y,2.1581072171107736,1.664858672282387,18Y10Y
397,eur 18Y11Y,2.1375167388879532,1.6676823440481205,18Y11Y
398,eur 18Y12Y,2.120273477389404,1.6700596005781276,18Y12Y
399,eur 19Y1Y,2.5416763977838657,0.08739984469284831,19Y1Y
400,eur 19Y2Y,2.3384255055515273,0.09788492724034317,19Y2Y
401,eur 19Y3Y,2.270568588837595,0.941079753729179,19Y3Y
402,eur 19Y4Y,2.2365125338620286,1.3619799068165515,19Y4Y
403,eur 19Y5Y,2.2162184700059,1.611419249889805,19Y5Y
404,eur 19Y6Y,2.2025554255317403,1.7779170751363702,19Y6Y
405,eur 19Y7Y,2.1629375830249096,1.8959221208238315,19Y7Y
406,eur 19Y8Y,2.1331906916325987,1.873340971543717,19Y8Y
407,eur 19Y9Y,2.1098862385751063,1.8555713768433586,19Y9Y
408,eur 19Y10Y,2.0914280698959886,1.8414466022536808,19Y10Y
409,eur 19Y11Y,2.076313800258778,1.8298471552432154,19Y11Y
410,eur 20Y1Y,2.1302159173202684,0.09440300863723718,20Y1Y
411,eur 20Y2Y,2.1302159173202684,1.3683549917742568,20Y2Y
412,eur 20Y3Y,2.1302159173202684,1.7929041644473234,20Y3Y
413,eur 20Y4Y,2.1302616353230137,2.006461305495781,20Y4Y
414,eur 20Y5Y,2.130240972634282,2.1329493560665815,20Y5Y
415,eur 20Y6Y,2.0950218896641575,2.2173592762770067,20Y6Y
416,eur 20Y7Y,2.0697643345051024,2.1486265686384987,20Y7Y
417,eur 20Y8Y,2.0507709978376023,2.0966680888740874,20Y8Y
418,eur 20Y9Y,2.0360349294251328,2.0562089148878715,20Y9Y
419,eur 20Y10Y,2.024194886356673,2.0235824658165487,20Y10Y
420,eur 21Y1Y,2.1302159173202684,2.6768828183529196,21Y1Y
421,eur 21Y2Y,2.1302159173202684,2.6768828183529196,21Y2Y
422,eur 21Y3Y,2.1302774960119506,2.6769793488320506,21Y3Y
423,eur 21Y4Y,2.130247569724185,2.6769326948807253,21Y4Y
424,eur 21Y5Y,2.087527546587031,2.676904654755886,21Y5Y
425,eur 21Y6Y,2.058929958269053,2.5235180753417366,21Y6Y
426,eur 21Y7Y,2.0384514915713807,2.4131289784705365,21Y7Y
427,eur 21Y8Y,2.0231314923292354,2.3302851960061615,21Y8Y
428,eur 21Y9Y,2.011166270928896,2.265361107221715,21Y9Y
429,eur 22Y1Y,2.1302159173202675,2.6768828183529196,22Y1Y
430,eur 22Y2Y,2.130309160429255,2.677029390344137,22Y2Y
431,eur 22Y3Y,2.130258560286582,2.6769502006345887,22Y3Y
432,eur 22Y4Y,2.076286384370279,2.67691048546339,22Y4Y
433,eur 22Y5Y,2.043763112073224,2.4903812888047985,22Y5Y
434,eur 22Y6Y,2.022029765511333,2.3651630425234202,22Y6Y
435,eur 22Y7Y,2.0065460958627876,2.27572138643561,22Y7Y
436,eur 22Y8Y,1.9948877731555998,2.2081709408747385,22Y8Y
437,eur 23Y1Y,2.1304036574484537,2.677178745949107,23Y1Y
438,eur 23Y2Y,2.130280516709343,2.6769851775581004,23Y2Y
439,eur 23Y3Y,2.057557754654667,2.6769202044317897,23Y3Y
440,eur 23Y4Y,2.02102213291292,2.4406984929524755,23Y4Y
441,eur 23Y5Y,1.9990538605167238,2.2980978895455766,23Y5Y
442,eur 23Y6Y,1.984446404571292,2.203107114454301,23Y6Y
443,eur 23Y7Y,1.9739755934877325,2.1348312043234667,23Y7Y
444,eur 24Y1Y,2.129603498038909,2.6768828183529196,24Y1Y
445,eur 24Y2Y,2.0193327290486764,2.674227774479603,24Y2Y
446,eur 24Y3Y,1.9825802986591399,2.355863390005442,24Y3Y
447,eur 24Y4Y,1.9641323317158308,2.1953799062925747,24Y4Y
448,eur 24Y5Y,1.9531587936883346,2.100097407421241,24Y5Y
449,eur 24Y6Y,1.945833734294714,2.036440141884242,24Y6Y
450,eur 25Y1Y,1.9069299683524006,2.6741918176307196,25Y1Y
451,eur 25Y2Y,1.9069299683524006,2.1909593573485684,25Y2Y
452,eur 25Y3Y,1.9069464054837533,2.029629432269567,25Y3Y
453,eur 25Y4Y,1.9069668586797408,1.948922591252771,25Y4Y
454,eur 25Y5Y,1.9069501692049766,1.9008865406031803,25Y5Y
455,eur 26Y1Y,1.9069299683524006,1.6994007845089774,26Y1Y
456,eur 26Y2Y,1.9069548536748127,1.6994205824001114,26Y2Y
457,eur 26Y3Y,1.9069467250411307,1.6994141019431959,26Y3Y
458,eur 26Y4Y,1.9069671004225635,1.6994303459022913,26Y4Y
459,eur 27Y1Y,1.9069801521537857,1.6994406673250244,27Y1Y
460,eur 27Y2Y,1.9069553361340772,1.6994209244557614,27Y2Y
461,eur 27Y3Y,1.9069799260790918,1.6994405146019935,27Y3Y
462,eur 28Y1Y,1.9069299683524006,1.6994007845089778,28Y1Y
463,eur 28Y2Y,1.9069798097380213,1.6994404362521291,28Y2Y
464,eur 29Y1Y,1.907030337713262,1.6994805513872728,29Y1Y
